,author,title,types,price,review,rate,year
11,Coloring Books for Adults,To Kill a Mockingbird,Mass Market Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.98</span></span>","71,999",4.8 out of 5 stars,2015
12,Brandon Stanton,Adult Coloring Book: Stress Relieving Animal Designs,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.16</span></span>","3,950",4.6 out of 5 stars,2015
13,Andy Weir,"Adult Coloring Books: A Coloring Book for Adults Featuring Mandalas and Henna Inspired Flowers, Animals, and Paisley Patterns",Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.10</span></span>","3,163",4.5 out of 5 stars,2015
14,Dr. Seuss,Humans of New York : Stories,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.59</span></span>","5,133",4.9 out of 5 stars,2015
15,Rob Elliott,The Martian,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.58</span></span>","52,752",4.7 out of 5 stars,2015
16,Drew Daywalt,"Oh, the Places You'll Go!  ",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.36</span></span>","44,130",4.9 out of 5 stars,2015
17,Daniel James Brown,Knock-Knock Jokes for Kids (Laugh-Out-Loud Jokes for Kids),Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.90</span></span>","5,765",4.5 out of 5 stars,2015
18,Sarah Young,Dear Zoo: A Lift-the-Flap Book,Board book,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.15</span></span>","27,208",4.8 out of 5 stars,2015
19,Carol S. Dweck,The Day the Crayons Quit,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.80</span></span>","20,682",4.8 out of 5 stars,2015
20,E L James,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.64</span></span>","31,819",4.8 out of 5 stars,2015
21,Marjorie Sarnat,"Jesus Calling, Padded Hardcover, with Scripture references",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.07</span></span>","32,149",4.9 out of 5 stars,2015
22,Dale Carnegie,Mindset: The New Psychology of Success,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.93</span></span>","22,417",4.6 out of 5 stars,2015
23,Gary Chapman,"Grey: Fifty Shades of Grey as Told by Christian (Fifty Shades Of Grey Series, 4)",Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.45</span></span>","38,254",4.5 out of 5 stars,2015
24,Angie Grace,Creative Haven Creative Cats Coloring Book (Adult Coloring),Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.06</span></span>","5,165",4.8 out of 5 stars,2015
25,Marjorie Sarnat,How to Win Friends & Influence People,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$3.77</span></span>","83,419",4.7 out of 5 stars,2015
26,R. J. Palacio,The 5 Love Languages: The Secret to Love that Lasts,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.38</span></span>","74,075",4.8 out of 5 stars,2015
27,Stephen R. Covey,Balance (Angie’s Extreme Stress Menders),Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.16</span></span>","2,278",4.6 out of 5 stars,2015
28,Don Miguel Ruiz,Creative Haven Owls Coloring Book (Adult Coloring),Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.00</span></span>","5,254",4.7 out of 5 stars,2015
29,Atul Gawande,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$2.09</span></span>","14,498",4.6 out of 5 stars,2015
30,Robert Munsch,Giraffes Can't Dance,Board book,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.95</span></span>","28,617",4.8 out of 5 stars,2015
31,Eric Carle,Wonder,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$7.79</span></span>","36,665",4.8 out of 5 stars,2015
32,American Psychological Association,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.80</span></span>","9,299",4.7 out of 5 stars,2015
33,Ta-Nehisi Coates,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$2.72</span></span>","90,035",4.7 out of 5 stars,2015
34,B. J. Novak,Being Mortal: Medicine and What Matters in the End,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$3.43</span></span>","20,108",4.8 out of 5 stars,2015
35,David McCullough,Love You Forever,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.61</span></span>","55,416",4.9 out of 5 stars,2015
36,Marty Noble,The Very Hungry Caterpillar,Board book,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.15</span></span>","56,790",4.9 out of 5 stars,2015
37,Kristin Hannah,"Publication Manual of the American Psychological Association, 6th Edition",Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.37</span></span>","12,783",4.5 out of 5 stars,2015
38,Ree Drummond,Between the World and Me,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$2.03</span></span>","20,316",4.7 out of 5 stars,2015
39,Dr. Seuss,Baby Touch and Feel: Animals,Board book,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.08</span></span>","10,957",4.7 out of 5 stars,2015
40,Bill O'Reilly,The Book with No Pictures,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.49</span></span>","17,334",4.8 out of 5 stars,2015
41,Scholastic,The Wright Brothers,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.97</span></span>","8,098",4.7 out of 5 stars,2015
42,Chris Kyle,Dover Creative Haven Art Nouveau Animal Designs Coloring Book (Creative Haven Coloring Books),Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.00</span></span>","2,632",4.6 out of 5 stars,2015
43,Zack Zombie,Diary of a Minecraft Zombie Book 1: A Scare of A Dare (Minecraft Adventure),Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.83</span></span>","13,286",4.7 out of 5 stars,2015
44,F. Scott Fitzgerald,The Great Gatsby: The Only Authorized Edition,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.01</span></span>","10,683",4.4 out of 5 stars,2015
45,Johanna Basford,Lost Ocean: An Inky Adventure and Coloring Book for Adults,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.95</span></span>","8,198",4.7 out of 5 stars,2015
46,JJ Smith,"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.01</span></span>","6,647",4.6 out of 5 stars,2015
47,Brené Brown,The Official SAT Study Guide,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.79</span></span>","1,535",4.4 out of 5 stars,2015
48,Drew Daywalt,10-Day Green Smoothie Cleanse,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.59</span></span>","33,217",4.7 out of 5 stars,2015
49,Randall Munroe,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.99</span></span>","30,486",4.7 out of 5 stars,2015
50,John Green,Chicka Chicka Boom Boom (Board Book),Board book,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.00</span></span>","34,739",4.9 out of 5 stars,2015
51,Laura Hillenbrand,The Day the Crayons Came Home,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.59</span></span>","5,515",4.9 out of 5 stars,2015
52,Laurence J. Kotlikoff,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$4.81</span></span>","19,737",4.7 out of 5 stars,2015
53,Rick Riordan,Paper Towns,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.75</span></span>","10,427",4.4 out of 5 stars,2015
54,Adam Rubin,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.00</span></span>","33,917",4.8 out of 5 stars,2015
55,Ray Bradbury,Get What's Yours: The Secrets to Maxing Out Your Social Security (The Get What's Yours Series),Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.18</span></span>","3,127",4.2 out of 5 stars,2015
56,Leslie Patricelli,"Magnus Chase and the Gods of Asgard, Book 1: The Sword of Summer (Magnus Chase and the Gods of Asgard, 1)",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.44</span></span>","7,774",4.7 out of 5 stars,2015
57,Randall Munroe,Dragons Love Tacos,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.49</span></span>","16,480",4.8 out of 5 stars,2015
58,Erik Larson,Fahrenheit 451,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$2.04</span></span>","36,727",4.6 out of 5 stars,2015
59,Sandra Boynton,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.18</span></span>","25,180",4.8 out of 5 stars,2015
60,Ali Maffucci,Potty (Leslie Patricelli board books),Board book,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.18</span></span>","13,107",4.7 out of 5 stars,2015
61,Alberta Hutchinson,Thing Explainer: Complicated Stuff in Simple Words,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$4.75</span></span>","3,966",4.6 out of 5 stars,2015
62,American Psychiatric Association,Dead Wake: The Last Crossing of the Lusitania,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.97</span></span>","11,299",4.6 out of 5 stars,2015
63,Elie Wiesel,The Going to Bed Book (Board Book),Board book,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.03</span></span>","16,365",4.8 out of 5 stars,2015
64,Heidi Murkoff,"Inspiralized: Turn Vegetables into Healthy, Creative, Satisfying Meals: A Cookbook",Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.17</span></span>","3,775",4.4 out of 5 stars,2015
65,Sally Lloyd-Jones,Mystical Mandala Coloring Book (Dover Mandala Coloring Books),Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.00</span></span>","2,978",4.5 out of 5 stars,2015
66,David Brooks,"Diagnostic and Statistical Manual of Mental Disorders, 5th Edition: DSM-5",Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$41.92</span></span>","12,619",4.7 out of 5 stars,2015
67,Karen Katz,Ultimate Sticker Book: Frozen: More Than 60 Reusable Full-Color Stickers,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.45</span></span>","4,900",4.6 out of 5 stars,2015
68,Paulo Coelho,The 20/20 Diet: Turn Your Weight Loss Vision Into Reality,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.07</span></span>","8,445",4.0 out of 5 stars,2015
69,Sam McBratney,Night (Night),Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.35</span></span>","8,949",4.7 out of 5 stars,2015
70,Valentina Harper,What to Expect When You're Expecting,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.01</span></span>","29,938",4.8 out of 5 stars,2015
71,Alice Schertle,The Jesus Storybook Bible: Every Story Whispers His Name,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.97</span></span>","12,217",4.9 out of 5 stars,2015
72,S. E. Hinton,The Road to Character,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.37</span></span>","3,121",4.4 out of 5 stars,2015
73,Daniel Kahneman,Where Is Baby's Belly Button? A Lift-the-Flap Book,Board book,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.07</span></span>","13,114",4.8 out of 5 stars,2015
74,Tom Robinson,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$4.38</span></span>","99,533",4.7 out of 5 stars,2015
75,George Orwell,Guess How Much I Love You,Board book,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.96</span></span>","5,906",4.8 out of 5 stars,2015
76,Kerry Patterson,"Creative Coloring Inspirations: Art Activity Pages to Relax and Enjoy! (Design Originals) 30 Motivating & Creative Art Activities on High-Quality, Extra-Thick Perforated Pages that Won't Bleed Through",Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.07</span></span>","1,818",4.7 out of 5 stars,2015
77,Travis Bradberry,Little Blue Truck,Board book,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.16</span></span>","1,959",4.9 out of 5 stars,2015
78,Jen Hatmaker,The Outsiders,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.49</span></span>","31,831",4.8 out of 5 stars,2015
79,Herve Tullet,"Thinking, Fast and Slow",Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$5.46</span></span>","31,098",4.6 out of 5 stars,2015
80,Alice Schertle,"The Everything Kids' Science Experiments Book: Boil Ice, Float Water, Measure Gravity-Challenge the World Around You!",Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.99</span></span>","6,337",4.6 out of 5 stars,2015
81,Linda Sue Park,1984,Mass Market Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$2.22</span></span>","75,873",4.7 out of 5 stars,2015
82,George R. R. Martin,"Crucial Conversations Tools for Talking When Stakes Are High, Second Edition",Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.49</span></span>","10,044",4.7 out of 5 stars,2015
83,John Grisham,Emotional Intelligence 2.0,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$2.13</span></span>","9,193",4.6 out of 5 stars,2015
84,Lilt Kids Coloring Books,For the Love: Fighting for Grace in a World of Impossible Standards,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.98</span></span>","1,864",4.6 out of 5 stars,2015
85,William Golding,Press Here (Herve Tullet),Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.49</span></span>","13,899",4.8 out of 5 stars,2015
86,Roger Priddy,First 100 Words: A Padded Board Book,Board book,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.00</span></span>","36,068",4.7 out of 5 stars,2015
87,Rob Elliott,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.06</span></span>","28,497",4.5 out of 5 stars,2015
88,Johanna Basford,Laugh-Out-Loud Jokes for Kids,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.79</span></span>","10,924",4.6 out of 5 stars,2015
89,Harper Lee,Secret Garden: An Inky Treasure Hunt and Coloring Book for Adults,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.92</span></span>","15,225",4.7 out of 5 stars,2015
90,Johanna Basford,StrengthsFinder 2.0,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.01</span></span>","7,182",4.1 out of 5 stars,2015
91,Anthony Doerr,Go Set a Watchman: A Novel,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.09</span></span>","18,929",3.7 out of 5 stars,2015
92,Paula Hawkins,"Enchanted Forest: An Inky Quest and Coloring book (Activity Books, Mindfulness and Meditation, Illustrated Floral Prints)",Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.80</span></span>","8,194",4.7 out of 5 stars,2015
93,Blue Star Coloring,All the Light We Cannot See,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$2.44</span></span>","69,786",4.6 out of 5 stars,2015
94,Jeff Kinney,The Girl on the Train,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.50</span></span>","92,514",4.1 out of 5 stars,2015
95,Harper Lee,Adult Coloring Book: Stress Relieving Patterns,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.17</span></span>","4,302",4.5 out of 5 stars,2015
96,Blue Star Coloring,Diary of a Wimpy Kid #10: Old School,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.00</span></span>","14,834",4.8 out of 5 stars,2015
97,Coloring Books for Adults,To Kill a Mockingbird,Mass Market Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.98</span></span>","71,999",4.8 out of 5 stars,2015
98,Brandon Stanton,Adult Coloring Book: Stress Relieving Animal Designs,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.16</span></span>","3,950",4.6 out of 5 stars,2015
99,Andy Weir,"Adult Coloring Books: A Coloring Book for Adults Featuring Mandalas and Henna Inspired Flowers, Animals, and Paisley Patterns",Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.10</span></span>","3,163",4.5 out of 5 stars,2015
100,Dr. Seuss,Humans of New York : Stories,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.59</span></span>","5,133",4.9 out of 5 stars,2015
101,Rob Elliott,The Martian,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.58</span></span>","52,752",4.7 out of 5 stars,2015
102,Drew Daywalt,"Oh, the Places You'll Go!  ",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.36</span></span>","44,130",4.9 out of 5 stars,2015
103,Daniel James Brown,Knock-Knock Jokes for Kids (Laugh-Out-Loud Jokes for Kids),Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.90</span></span>","5,765",4.5 out of 5 stars,2015
104,Sarah Young,Dear Zoo: A Lift-the-Flap Book,Board book,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.15</span></span>","27,208",4.8 out of 5 stars,2015
105,Carol S. Dweck,The Day the Crayons Quit,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.80</span></span>","20,682",4.8 out of 5 stars,2015
106,E L James,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.64</span></span>","31,819",4.8 out of 5 stars,2015
107,Marjorie Sarnat,"Jesus Calling, Padded Hardcover, with Scripture references",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.07</span></span>","32,149",4.9 out of 5 stars,2015
108,Dale Carnegie,Mindset: The New Psychology of Success,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.93</span></span>","22,417",4.6 out of 5 stars,2015
109,Gary Chapman,"Grey: Fifty Shades of Grey as Told by Christian (Fifty Shades Of Grey Series, 4)",Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.45</span></span>","38,254",4.5 out of 5 stars,2015
110,Angie Grace,Creative Haven Creative Cats Coloring Book (Adult Coloring),Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.06</span></span>","5,165",4.8 out of 5 stars,2015
111,Marjorie Sarnat,How to Win Friends & Influence People,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$3.77</span></span>","83,419",4.7 out of 5 stars,2015
112,R. J. Palacio,The 5 Love Languages: The Secret to Love that Lasts,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.38</span></span>","74,075",4.8 out of 5 stars,2015
113,Stephen R. Covey,Balance (Angie’s Extreme Stress Menders),Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.16</span></span>","2,278",4.6 out of 5 stars,2015
114,Don Miguel Ruiz,Creative Haven Owls Coloring Book (Adult Coloring),Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.00</span></span>","5,254",4.7 out of 5 stars,2015
115,Atul Gawande,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$2.09</span></span>","14,498",4.6 out of 5 stars,2015
116,Robert Munsch,Giraffes Can't Dance,Board book,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.95</span></span>","28,617",4.8 out of 5 stars,2015
117,Eric Carle,Wonder,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.17</span></span>","36,665",4.8 out of 5 stars,2015
118,American Psychological Association,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.80</span></span>","9,299",4.7 out of 5 stars,2015
119,Ta-Nehisi Coates,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$2.72</span></span>","90,035",4.7 out of 5 stars,2015
120,B. J. Novak,Being Mortal: Medicine and What Matters in the End,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$3.43</span></span>","20,108",4.8 out of 5 stars,2015
121,David McCullough,Love You Forever,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.61</span></span>","55,416",4.9 out of 5 stars,2015
122,Marty Noble,The Very Hungry Caterpillar,Board book,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.15</span></span>","56,790",4.9 out of 5 stars,2015
123,Kristin Hannah,"Publication Manual of the American Psychological Association, 6th Edition",Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.37</span></span>","12,783",4.5 out of 5 stars,2015
124,Ree Drummond,Between the World and Me,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$2.03</span></span>","20,316",4.7 out of 5 stars,2015
125,Dr. Seuss,Baby Touch and Feel: Animals,Board book,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.08</span></span>","10,957",4.7 out of 5 stars,2015
126,Bill O'Reilly,The Book with No Pictures,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.49</span></span>","17,334",4.8 out of 5 stars,2015
127,Scholastic,The Wright Brothers,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.97</span></span>","8,098",4.7 out of 5 stars,2015
128,Chris Kyle,Dover Creative Haven Art Nouveau Animal Designs Coloring Book (Creative Haven Coloring Books),Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.00</span></span>","2,632",4.6 out of 5 stars,2015
0,J.K. Rowling,"Harry Potter and the Cursed Child, Parts 1 & 2, Special Rehearsal Edition Script",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.75</span></span>","44,544",4.3 out of 5 stars,2016
1,Roger Priddy,StrengthsFinder 2.0,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.01</span></span>","7,182",4.1 out of 5 stars,2016
2,Dr. Seuss,First 100 Words: A Padded Board Book,Board book,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.00</span></span>","36,068",4.7 out of 5 stars,2016
3,Jeff Kinney,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.06</span></span>","28,497",4.5 out of 5 stars,2016
4,Paul Kalanithi,"Oh, the Places You'll Go!  ",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.36</span></span>","44,130",4.9 out of 5 stars,2016
5,Gary Chapman,Diary of a Wimpy Kid #11: Double Down,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.76</span></span>","14,635",4.8 out of 5 stars,2016
6,Fredrik Backman,When Breath Becomes Air,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$6.10</span></span>","31,257",4.7 out of 5 stars,2016
7,Bill O'Reilly,Giraffes Can't Dance,Board book,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.95</span></span>","28,617",4.8 out of 5 stars,2016
8,Dale Carnegie,The 5 Love Languages: The Secret to Love that Lasts,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.38</span></span>","74,075",4.8 out of 5 stars,2016
9,Chip Gaines,The Whole30: The 30-Day Guide to Total Health and Food Freedom,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$3.24</span></span>","15,394",4.6 out of 5 stars,2016
10,Rob Elliott,A Man Called Ove: A Novel,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$6.48</span></span>","62,478",4.7 out of 5 stars,2016
11,Harper Lee,Killing the Rising Sun: How America Vanquished World War II Japan (Bill O'Reilly's Killing Series),Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.59</span></span>","11,496",4.8 out of 5 stars,2016
12,J. D. Vance,How to Win Friends & Influence People,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$3.77</span></span>","83,419",4.7 out of 5 stars,2016
13,J.K. Rowling,The Magnolia Story,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.81</span></span>","10,195",4.8 out of 5 stars,2016
14,Lin-Manuel Miranda,Laugh-Out-Loud Jokes for Kids,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.79</span></span>","10,924",4.6 out of 5 stars,2016
15,Paula Hawkins,To Kill a Mockingbird,Mass Market Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.98</span></span>","71,999",4.8 out of 5 stars,2016
16,Carol S. Dweck,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.75</span></span>","29,957",4.4 out of 5 stars,2016
17,The College Board,Fantastic Beasts and Where to Find Them: The Original Screenplay (Harry Potter),Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.36</span></span>","9,502",4.7 out of 5 stars,2016
18,Don Miguel Ruiz,Hamilton: The Revolution,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$2.60</span></span>","13,318",4.9 out of 5 stars,2016
19,Rupi Kaur,The Girl on the Train,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.99</span></span>","92,514",4.1 out of 5 stars,2016
20,Sandra Boynton,Mindset: The New Psychology of Success,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.93</span></span>","22,417",4.6 out of 5 stars,2016
21,Bruce Springsteen,"The Official SAT Study Guide, 2016 Edition",Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$2.95</span></span>","1,099",4.4 out of 5 stars,2016
22,Ron Chernow,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.64</span></span>","3,130",4.5 out of 5 stars,2016
23,Eric Carle,Milk and Honey,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$2.72</span></span>","90,035",4.7 out of 5 stars,2016
24,Stephen R. Covey,The Going to Bed Book (Board Book),Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.58</span></span>","48,110",4.7 out of 5 stars,2016
25,R. J. Palacio,Born to Run,Board book,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.03</span></span>","16,365",4.8 out of 5 stars,2016
26,Emily Winfield Martin,Alexander Hamilton,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$2.25</span></span>","5,673",4.7 out of 5 stars,2016
27,Jen Sincero,The Very Hungry Caterpillar,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.59</span></span>","19,341",4.8 out of 5 stars,2016
28,American Psychological Association,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Board book,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.15</span></span>","56,790",4.9 out of 5 stars,2016
